number,subjectName,Owner Group,LessonTitle,LessonAdminURL,Content Map Title,Resource Subject,Resource Level,CM EndDate,status,Follow-up action
199,Science,Sec_Sci,Current and Potential Difference [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/9cec5a91-0324-4bad-a8a1-386834f1035f,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,REJECTED,To delete
200,Science,Sec_Sci,Energy Flow via Photosynthesis and Respiration [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/a0457557-aa6a-4e29-8749-149eb3e931b8,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,REJECTED,To delete
201,Science,Sec_Sci,Force and its Effects [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/a0f79cd0-b487-4e00-9833-aa0c96375cbf,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,REJECTED,To delete
202,Science,Sec_Sci,"Excuse Me, Can I Have an Organ Please? [LSS Exp/NA]",https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/aca3784c-48db-43e4-988c-704f080f11e0,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,REJECTED,To delete
203,Science,Sec_Sci,Ray Model of Light - Refraction of Light [LSS (E/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/b837dc36-a89f-49ff-a155-6125cd71f978,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,REJECTED,To delete
204,Science,Sec_Sci,Science is a Human Endeavour [LSS],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/cafcdce5-40bc-4801-ae7b-61711e9c4258,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,REJECTED,To delete
205,Science,Sec_Sci,Do You Have a Solution? [LSS],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/eb47702f-cc8b-4784-ada9-78bb12872ffa,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,REJECTED,To delete
206,Science,Sec_Sci,Adaptation,https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/f59b5e21-a96d-425c-adb9-a8f5c4ed88b6,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,REJECTED,To delete
207,Science,Sec_Sci,Force and its Effects [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/f6668215-4e93-4084-8aca-7c663ab80570,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,REJECTED,To delete
208,Science,Sec_Sci,Refraction of Light [LSS (E/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/fb74dcaa-df5e-425a-95c5-e2e49d13e43b,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),12/31/2021,REJECTED,To delete
,Science,Sec_Sci,How is reflection is affected by a smooth and rough surface? [LSS (E/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/790acda5-8b73-427e-afbd-45b524443d40,Lower Sec Science (G2)  - Lower Sec Science (G3),Science,Secondary 2 Express - Secondary 2 Normal (A) - Secondary 1,REJECTED,,9-Mar-20
,Science,Sec_Sci,Errors in Measurement [LSS (E/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/abd9396e-95b2-4d4e-99c1-a28cca58a1f4,Lower Sec Science (G2)  - Lower Sec Science (G3),Science,Secondary 2 Express - Secondary 2 Normal (A) - Secondary 1,REJECTED,,29-Oct-20
,Science,Sec_Sci,10.3a How Does The Transfer of Heat Energy Occur? [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/14f302b8-fd8a-40fe-896b-f9d8c8d60787,Lower Sec Science (G2)  - Lower Sec Science (G3),Science,Secondary 2 Express - Secondary 2 Normal (A) - Secondary 1,REJECTED,,
,Science,Sec_Sci,What Influences the Way We Practise Science? [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/1604bf11-5484-4e02-8d75-cf1cfe5d477a,Lower Sec Science (G2)  - Lower Sec Science (G3),Science,Secondary 2 Express - Secondary 2 Normal (A) - Secondary 1,REJECTED,,
,Science,Sec_Sci,14.3 How Do The End Products of Digestion Affect The Body? [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/20a9861d-3efd-4cff-963a-f074d57b06f7,Lower Sec Science (G2)  - Lower Sec Science (G3),Science,Secondary 2 Express - Secondary 2 Normal (A) - Secondary 1,REJECTED,,12-May-22
,Science,Sec_Sci,13.1a What Does an Electrical System Comprise? [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/34038af7-5ae6-42fc-8490-d3af44799201,Lower Sec Science (G2)  - Lower Sec Science (G3),Science,Secondary 2 Express - Secondary 2 Normal (A) - Secondary 1,REJECTED,,
,Science,Sec_Sci,Do You Have a Solution? [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/597b57f9-6904-43a5-b038-9b436bfd9dcc,Lower Sec Science (G2)  - Lower Sec Science (G3),Science,Secondary 2 Express - Secondary 2 Normal (A) - Secondary 1,REJECTED,,
,Science,Sec_Sci,Accuracy and Precision [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/7be9024b-cb24-4a99-9413-8569ab8ce74f,Lower Sec Science (G2)  - Lower Sec Science (G3),Science,Secondary 2 Express - Secondary 2 Normal (A) - Secondary 1,REJECTED,,
,Science,Sec_Sci,3.3a Do You Have a Solution? [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/88228b13-6009-4bbe-bd2d-793f3745973b,Lower Sec Science (G2)  - Lower Sec Science (G3),Science,Secondary 2 Express - Secondary 2 Normal (A) - Secondary 1,REJECTED,,13-Jun-23
,Science,Sec_Sci,Power and Cost of Electricity [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/bafce569-f877-4c95-b6fb-790d617436b0,Lower Sec Science (G2)  - Lower Sec Science (G3),Science,Secondary 2 Express - Secondary 2 Normal (A) - Secondary 1,REJECTED,,
,Science,Sec_Sci,Solubility and Rate of Dissolving [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/c1184a45-610c-475f-8fa9-3f0d3075f683,Lower Sec Science (G2)  - Lower Sec Science (G3),Science,Secondary 2 Express - Secondary 2 Normal (A) - Secondary 1,REJECTED,,
,Science,Sec_Sci,Elements: Metals or Non-Metals? [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/cadf7a56-6c6c-40f2-8a2a-b68d0724fc86,Lower Sec Science (G2)  - Lower Sec Science (G3),Science,Secondary 2 Express - Secondary 2 Normal (A) - Secondary 1,REJECTED,,6-Apr-20
,Science,Sec_Sci,Nature of Scientific Knowledge [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/d8221e4e-1f38-477a-984e-58ea71be1894,Lower Sec Science (G2)  - Lower Sec Science (G3),Science,Secondary 2 Express - Secondary 2 Normal (A) - Secondary 1,REJECTED,,
,Science,Sec_Sci,Compounds and Mixtures [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/ef38aedc-fa4e-4bdb-870e-d1a337a17821,Lower Sec Science (G2)  - Lower Sec Science (G3),Science,Secondary 2 Express - Secondary 2 Normal (A) - Secondary 1,REJECTED,,
,Science,Sec_Sci,Copy of Plastic and Us [LSS E/N(A)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/67c5550f-b6a1-4b12-8e36-1a1cfba9798c,Lower Sec Science (G2)  - Lower Sec Science (G3),Science,Secondary 2 Express - Secondary 2 Normal (A) - Secondary 1,REJECTED,,24-Apr-20
,Science,Sec_Sci,13.4 How Do We Reduce Consumption of Electrical Energy? [LSS E/N(A)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/e071652a-9a83-4624-84e9-28392e40b250,Lower Sec Science (G2)  - Lower Sec Science (G3),Science,Secondary 2 Express - Secondary 2 Normal (A) - Secondary 1,REJECTED,,
,Science,Sec_Sci,Copy of Plastic and Us [LSS E/N(A)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/67c5550f-b6a1-4b12-8e36-1a1cfba9798c,Lower Sec Science (G2)  - Lower Sec Science (G3),Science,Secondary 2 Express - Secondary 2 Normal (A) - Secondary 1,REJECTED,,
,Science,Sec_Sci,13.4 How Do We Reduce Consumption of Electrical Energy? [LSS E/N(A)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/e071652a-9a83-4624-84e9-28392e40b250,Lower Sec Science (G2)  - Lower Sec Science (G3),Science,Secondary 2 Express - Secondary 2 Normal (A) - Secondary 1,REJECTED,,24-May-22
,Science,Sec_Sci,8.4 What are Some Applications of Atomic Technologies and the Possible Issues Arising From Them? [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/10e2674e-8700-4c6a-8215-8bc2cd47ab8a,Lower Sec Science (G2)  - Lower Sec Science (G3) - Sec Emerging 21st Century Competencies - E21CC (WIP),21st Century Competencies - Science,Secondary 2 Express - Secondary 3 Express - Secondary 4 Express - Secondary 2 Normal (A) - Secondary 3 Normal (A) - Secondary 4 Normal (A) - Secondary 5 Normal (A) - Secondary 2 Normal (T) - Secondary 3 Normal (T) - Secondary 4 Normal (T) - Secondary 1,REJECTED,,
,Science,Sec_Sci,7.1a What's That Scent [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/df363d69-5b62-4fa0-9211-eedbeafcb3b4,Lower Sec Science (G2)  - Lower Sec Science (G3) - Sec Emerging 21st Century Competencies - E21CC (WIP),21st Century Competencies - Science,Secondary 2 Express - Secondary 3 Express - Secondary 4 Express - Secondary 2 Normal (A) - Secondary 3 Normal (A) - Secondary 4 Normal (A) - Secondary 5 Normal (A) - Secondary 2 Normal (T) - Secondary 3 Normal (T) - Secondary 4 Normal (T) - Secondary 1,REJECTED,,19-Sep-23
